player1_age,player1_ranking,player1_points,player1_win_rate,player1_win_rate_3_sets,player1_win_rate_tiebreak,player1_total_matches_dure,player1_win_rate_dure,player1_total_matches_terre battue,player1_win_rate_terre battue,player1_total_matches_gazon,player1_win_rate_gazon,player1_total_matches_salle,player1_win_rate_salle,player1_total_matches_carpet,player1_win_rate_carpet,player1_total_matches_acryl,player1_win_rate_acryl,player1_first_serve_pct,player1_first_serve_won_pct,player1_second_serve_won_pct,player1_return_points_won_pct,player1_break_point_won_pct,player1_double_fautes,player1_aces,player1_avg_first_serve_pct,player1_avg_first_serve_won_pct,player1_avg_second_serve_won_pct,player1_avg_return_points_won_pct,player1_avg_break_point_won_pct,player1_avg_double_fautes,player1_avg_aces,player2_age,player2_ranking,player2_points,player2_win_rate,player2_win_rate_3_sets,player2_win_rate_tiebreak,player2_total_matches_dure,player2_win_rate_dure,player2_total_matches_terre battue,player2_win_rate_terre battue,player2_total_matches_gazon,player2_win_rate_gazon,player2_total_matches_salle,player2_win_rate_salle,player2_total_matches_carpet,player2_win_rate_carpet,player2_total_matches_acryl,player2_win_rate_acryl,player2_first_serve_pct,player2_first_serve_won_pct,player2_second_serve_won_pct,player2_return_points_won_pct,player2_break_point_won_pct,player2_double_fautes,player2_aces,player2_avg_first_serve_pct,player2_avg_first_serve_won_pct,player2_avg_second_serve_won_pct,player2_avg_return_points_won_pct,player2_avg_break_point_won_pct,player2_avg_double_fautes,player2_avg_aces,tournament_category,target,surface_dure,surface_salle,surface_terre_batue,surface_gazon
28,5,5030,0.64,0.6521739130434783,0.8823529411764706,20,0.7,16,0.6875,8,0.75,6,0.16666666666666666,0,0,0,0,0.87,0.85,0.25,0.59,0.0,1,6,0.6175500329887839,0.7275641025641025,0.4899251583189407,0.40034290612944706,0.45023696682464454,4.56140350877193,6.614035087719298,25,54,1021,0.44,0.42857142857142855,0.3888888888888889,19,0.3157894736842105,12,0.5,8,0.5,11,0.5454545454545454,0,0,0,0,0.59,0.5,0.28,0.23,0.0,1,1,0.6116165150454863,0.7147215865751335,0.5159159159159159,0.3608646188850967,0.37640449438202245,2.2777777777777777,4.425925925925926,3,1,0,0,1,0
22,135,449,0.64,0.5333333333333333,0.6875,8,0.25,10,0.6,11,0.6363636363636364,21,0.8095238095238095,0,0,0,0,0.71,0.89,0.73,0.51,0.0,1,11,0.6339491916859122,0.7354280510018215,0.5591482649842271,0.3765466816647919,0.3651315789473684,2.6122448979591835,6.530612244897959,27,178,323,0.72,0.5333333333333333,0.5555555555555556,41,0.8536585365853658,3,0.3333333333333333,5,0.0,1,0.0,0,0,0,0,0.67,0.58,0.31,0.16,0.0,4,0,0.7061824729891957,0.6549086272843179,0.5566905005107252,0.4272951324707332,0.47987616099071206,1.7551020408163265,1.836734693877551,2,1,0,0,0,1
39,161,371,0.4,0.32,0.5625,13,0.38461538461538464,17,0.35294117647058826,2,0.5,18,0.4444444444444444,0,0,0,0,0.54,0.84,0.54,0.42,0.36,0,12,0.5660098522167488,0.7502175805047868,0.5243488108720272,0.3347564038171773,0.3494809688581315,2.12,7.68,29,69,776,0.54,0.4,0.7857142857142857,31,0.5806451612903226,12,0.3333333333333333,7,0.7142857142857143,0,0.0,0,0,0,0,0.51,0.64,0.52,0.3,1.0,3,2,0.6335625859697387,0.6743378202344767,0.5570570570570571,0.3594534300055772,0.37254901960784315,1.2708333333333333,2.6458333333333335,4,1,1,0,0,0
24,27,1690,0.52,0.5238095238095238,0.6363636363636364,9,0.3333333333333333,33,0.696969696969697,3,0.0,5,0.0,0,0,0,0,0.7,0.63,0.58,0.43,0.41,3,6,0.7194944093339816,0.6375,0.5121317157712305,0.3959479739869935,0.40554156171284633,1.8867924528301887,2.0943396226415096,22,44,1198,0.5,0.5625,0.6875,9,0.1111111111111111,31,0.6774193548387096,5,0.4,5,0.2,0,0,0,0,0.5,0.64,0.51,0.38,0.2,9,10,0.58195211786372,0.7037183544303798,0.5162355531095212,0.37933474876150036,0.4081081081081081,2.086206896551724,5.172413793103448,4,1,1,0,0,0
31,46,1150,0.5,0.36363636363636365,0.7142857142857143,15,0.4,11,0.2727272727272727,13,0.6923076923076923,11,0.6363636363636364,0,0,0,0,0.51,0.66,0.35,0.31,1.0,2,5,0.602745995423341,0.7365223993925588,0.5172811059907834,0.355784291787872,0.3590504451038576,1.3571428571428572,5.214285714285714,32,82,687,0.56,0.47368421052631576,0.7619047619047619,27,0.5925925925925926,1,0.0,15,0.6666666666666666,7,0.2857142857142857,0,0,0,0,0.47,0.83,0.58,0.49,0.33,5,3,0.5792919495635306,0.7538719129342821,0.5446685878962536,0.3418269230769231,0.37109375,2.7222222222222223,7.425925925925926,1,0,1,0,0,0
34,144,414,0.64,0.5625,0.8181818181818182,5,0.2,44,0.7045454545454546,1,0.0,0,0.0,0,0,0,0,0.74,0.62,0.31,0.2,0.0,2,3,0.635036496350365,0.6781609195402298,0.5184615384615384,0.40103567318757194,0.43729903536977494,2.36,3.78,23,117,515,0.54,0.47058823529411764,0.8125,8,0.625,34,0.5294117647058824,2,0.5,6,0.5,0,0,0,0,0.62,0.89,0.65,0.46,0.0,0,8,0.6506147540983607,0.7125984251968503,0.5058651026392962,0.3778162911611785,0.35376044568245124,2.4150943396226414,6.547169811320755,2,0,1,0,0,0
22,135,449,0.64,0.5333333333333333,0.6875,8,0.25,10,0.6,11,0.6363636363636364,21,0.8095238095238095,0,0,0,0,0.54,0.81,0.5,0.39,0.25,3,3,0.6339491916859122,0.7354280510018215,0.5591482649842271,0.3765466816647919,0.3651315789473684,2.6122448979591835,6.530612244897959,18,145,409,0.66,0.5416666666666666,0.7857142857142857,15,0.8,11,0.5454545454545454,6,0.3333333333333333,18,0.7222222222222222,0,0,0,0,0.61,0.75,0.39,0.33,0.14,8,5,0.659273115980759,0.7028779894608836,0.5505882352941176,0.3814939260790902,0.4155124653739612,2.0784313725490198,6.019607843137255,3,1,0,0,1,0
28,34,1380,0.72,0.6,0.7619047619047619,14,0.5,16,0.9375,9,0.6666666666666666,11,0.7272727272727273,0,0,0,0,0.7,0.48,0.36,0.33,0.33,1,1,0.6766116142781033,0.7803149606299212,0.514003294892916,0.3571788413098237,0.3822525597269625,1.48,9.46,25,54,1021,0.44,0.42857142857142855,0.3888888888888889,19,0.3157894736842105,12,0.5,8,0.5,11,0.5454545454545454,0,0,0,0,0.59,0.8,0.48,0.55,0.56,0,4,0.6116165150454863,0.7147215865751335,0.5159159159159159,0.3608646188850967,0.37640449438202245,2.2777777777777777,4.425925925925926,1,0,0,0,1,0
27,33,1420,0.5,0.64,0.5625,21,0.47619047619047616,11,0.45454545454545453,8,0.5,10,0.6,0,0,0,0,0.64,0.67,0.45,0.41,0.36,6,5,0.5997655334114889,0.7607505863956215,0.4381956649091974,0.3504650024473813,0.3790849673202614,6.576923076923077,11.846153846153847,32,104,597,0.54,0.34782608695652173,0.6,17,0.47058823529411764,15,0.6,1,0.0,17,0.5882352941176471,0,0,0,0,0.63,0.64,0.52,0.41,0.57,0,2,0.6173511014413925,0.711453744493392,0.5550817341862118,0.37774122807017546,0.40728476821192056,2.18,4.58,1,1,1,0,0,0
33,10,3350,0.7,0.6551724137931034,1.0625,22,0.7272727272727273,12,0.6666666666666666,6,0.6666666666666666,10,0.7,0,0,0,0,0.47,0.92,0.75,0.36,0.0,1,11,0.6019000226193169,0.8000751597143931,0.5244318181818182,0.37005054759898903,0.36,3.9285714285714284,8.267857142857142,29,69,776,0.54,0.4,0.7857142857142857,31,0.5806451612903226,12,0.3333333333333333,7,0.7142857142857143,0,0.0,0,0,0,0,0.54,0.69,0.58,0.17,0.0,2,3,0.6335625859697387,0.6743378202344767,0.5570570570570571,0.3594534300055772,0.37254901960784315,1.2708333333333333,2.6458333333333335,3,1,0,0,1,0
27,12,3145,0.7,0.5769230769230769,0.9230769230769231,18,0.6111111111111112,14,0.7142857142857143,12,0.8333333333333334,6,0.6666666666666666,0,0,0,0,0.5,0.77,0.71,0.57,0.0,0,7,0.6152637485970819,0.7132433418460415,0.5501165501165501,0.4121919014084507,0.4103139013452915,1.5892857142857142,5.232142857142857,37,91,637,0.56,0.64,0.5454545454545454,8,0.375,31,0.6451612903225806,5,0.6,6,0.3333333333333333,0,0,0,0,0.58,0.39,0.48,0.26,0.0,2,0,0.5828668775857873,0.6876826722338205,0.46966161026837805,0.3864364981504316,0.45382585751978893,4.6415094339622645,3.30188679245283,3,1,0,0,1,0
29,49,1119,0.52,0.6538461538461539,0.4117647058823529,15,0.6,16,0.5,7,0.42857142857142855,12,0.5,0,0,0,0,0.75,0.61,0.75,0.46,0.8,0,3,0.6485976903134575,0.7176598837209303,0.5150905432595574,0.3655139289145053,0.4010989010989011,2.2745098039215685,5.529411764705882,25,70,772,0.54,0.43478260869565216,0.5294117647058824,10,0.4,29,0.5862068965517241,2,0.5,9,0.5555555555555556,0,0,0,0,0.75,0.57,0.43,0.35,0.5,0,0,0.6750258531540848,0.6568364611260054,0.4996022275258552,0.3976872800402212,0.4105263157894737,1.4901960784313726,1.607843137254902,1,1,0,1,0,0
26,105,591,0.44,0.5714285714285714,0.6428571428571429,27,0.37037037037037035,5,0.4,12,0.6666666666666666,6,0.3333333333333333,0,0,0,0,0.67,0.79,0.57,0.27,0.08,6,27,0.5791486107570737,0.7350352112676056,0.5202907328891581,0.3376057421174058,0.3247232472324723,2.392156862745098,8.058823529411764,26,6,4255,0.6,0.6818181818181818,0.8571428571428571,11,0.5454545454545454,25,0.76,2,0.5,12,0.3333333333333333,0,0,0,0,0.72,0.79,0.57,0.29,0.2,5,22,0.6569329314242652,0.7206767995411528,0.5359692476661175,0.3722984401428303,0.39445628997867804,2.1492537313432836,5.940298507462686,4,0,1,0,0,0
24,169,345,0.58,0.5882352941176471,0.6,13,0.5384615384615384,29,0.5862068965517241,6,0.6666666666666666,2,0.5,0,0,0,0,0.68,0.59,0.53,0.46,0.33,2,5,0.6757514009169638,0.6732001507727101,0.5043205027494109,0.3831292517006803,0.4351851851851852,1.9803921568627452,3.2941176470588234,25,175,327,0.46,0.4444444444444444,0.4666666666666667,20,0.6,18,0.3333333333333333,3,0.0,9,0.5555555555555556,0,0,0,0,0.5,0.64,0.44,0.43,0.44,8,4,0.591469957081545,0.7024943310657596,0.4766907419566645,0.3806788511749347,0.3783783783783784,2.5098039215686274,4.2745098039215685,2,1,0,0,1,0
31,124,488,0.7,0.4117647058823529,0.8888888888888888,1,0.0,47,0.723404255319149,2,0.5,0,0.0,0,0,0,0,0.67,0.68,0.44,0.48,0.43,1,3,0.7087095834547044,0.698314837648993,0.536,0.4127431632365379,0.46131805157593125,1.5384615384615385,2.3653846153846154,21,160,372,0.68,0.35294117647058826,0.7142857142857143,4,0.5,45,0.6888888888888889,0,0.0,1,1.0,0,0,0,0,0.58,0.6,0.41,0.4,0.31,3,1,0.616914103923648,0.6669531585732703,0.46228373702422143,0.4613583138173302,0.4805194805194805,3.8846153846153846,2.6666666666666665,2,1,0,0,1,0
28,72,756,0.72,0.6956521739130435,0.782608695652174,4,0.75,16,0.6875,6,0.8333333333333334,24,0.7083333333333334,0,0,0,0,0.49,0.91,0.79,0.34,0.0,2,14,0.5674778761061947,0.7964912280701755,0.5186700767263427,0.3583389149363697,0.3835125448028674,4.071428571428571,12.178571428571429,30,162,371,0.56,0.6363636363636364,0.5555555555555556,5,0.8,26,0.5769230769230769,3,0.3333333333333333,16,0.5,0,0,0,0,0.56,0.75,0.55,0.15,0.0,2,2,0.6225619399051133,0.6803556308213379,0.5425977653631285,0.37572254335260113,0.3659942363112392,1.8076923076923077,4.038461538461538,4,1,0,0,0,1
27,23,1943,0.52,0.45454545454545453,0.5714285714285714,13,0.38461538461538464,18,0.6111111111111112,9,0.7777777777777778,10,0.3,0,0,0,0,0.71,0.67,0.33,0.3,1.0,3,3,0.6411764705882353,0.7456880733944954,0.48655737704918034,0.3467276227141482,0.3695652173913043,2.6037735849056602,7.30188679245283,32,104,597,0.54,0.34782608695652173,0.6,17,0.47058823529411764,15,0.6,1,0.0,17,0.5882352941176471,0,0,0,0,0.65,0.77,0.58,0.43,0.5,0,12,0.6173511014413925,0.711453744493392,0.5550817341862118,0.37774122807017546,0.40728476821192056,2.18,4.58,1,0,0,0,1,0
30,64,795,0.5,0.4444444444444444,0.6,35,0.5714285714285714,6,0.3333333333333333,1,0.0,8,0.375,0,0,0,0,0.65,0.83,0.58,0.4,0.75,1,10,0.5859711319321347,0.740276577355229,0.5070336391437309,0.3428124184711714,0.36823104693140796,1.9433962264150944,7.6415094339622645,27,130,465,0.6,0.6666666666666666,0.8,9,0.6666666666666666,37,0.5675675675675675,4,0.75,0,0.0,0,0,0,0,0.67,0.7,0.4,0.25,0.0,4,3,0.6222377297045825,0.6635514018691588,0.4735221674876847,0.4161520190023753,0.5023809523809524,4.072727272727272,3.109090909090909,3,1,1,0,0,0
23,133,452,0.6,0.631578947368421,0.5882352941176471,19,0.5263157894736842,27,0.6666666666666666,1,0.0,3,0.6666666666666666,0,0,0,0,0.65,0.65,0.54,0.3,0.33,2,1,0.6085816448152562,0.6936936936936937,0.5158343483556638,0.39420142421159715,0.4301675977653631,3.056603773584906,4.037735849056604,23,168,345,0.56,0.6428571428571429,0.56,37,0.5945945945945946,0,0.0,11,0.5454545454545454,2,0.0,0,0,0,0,0.49,0.82,0.59,0.39,0.67,4,2,0.5806783144912642,0.7553097345132743,0.49325980392156865,0.36893203883495146,0.3696369636963696,3.5283018867924527,8.679245283018869,2,0,1,0,0,0
34,144,414,0.64,0.5625,0.8181818181818182,5,0.2,44,0.7045454545454546,1,0.0,0,0.0,0,0,0,0,0.6,0.8,0.48,0.41,1.0,3,5,0.635036496350365,0.6781609195402298,0.5184615384615384,0.40103567318757194,0.43729903536977494,2.36,3.78,23,189,304,0.64,0.38461538461538464,0.8888888888888888,26,0.6923076923076923,4,0.25,3,0.3333333333333333,17,0.7058823529411765,0,0,0,0,0.62,0.64,0.52,0.32,0.25,4,2,0.5956915391820169,0.6970649895178197,0.5073359073359074,0.42348130841121495,0.43567251461988304,3.66,2.7115384615384617,2,1,0,0,1,0
25,39,1315,0.52,0.52,0.65,13,0.46153846153846156,24,0.5833333333333334,4,0.25,9,0.5555555555555556,0,0,0,0,0.71,0.85,0.6,0.46,0.0,1,3,0.6494362901510317,0.721585325908942,0.4993932038834951,0.3606975754997873,0.3611859838274933,1.7636363636363637,6.818181818181818,21,92,637,0.52,0.4583333333333333,0.6923076923076923,20,0.4,13,0.6153846153846154,5,0.2,12,0.75,0,0,0,0,0.65,0.7,0.25,0.22,0.0,3,8,0.6365318530266983,0.6769102990033222,0.4807272727272727,0.3847578724530299,0.4339080459770115,3.196078431372549,2.803921568627451,4,1,0,0,0,1
21,3,7010,0.8,0.8181818181818182,0.7222222222222222,14,0.7142857142857143,17,0.8823529411764706,9,0.8888888888888888,10,0.7,0,0,0,0,0.61,0.83,0.41,0.33,0.25,5,7,0.6496494303242769,0.7311973018549747,0.5778611632270169,0.412271906958091,0.40576923076923077,2.066666666666667,4.816666666666666,26,14,2765,0.56,0.4482758620689655,0.5384615384615384,19,0.5789473684210527,12,0.4166666666666667,9,0.5555555555555556,10,0.7,0,0,0,0,0.56,0.72,0.6,0.33,0.5,3,8,0.6386138613861386,0.7408156386922817,0.5448028673835126,0.3634399308556612,0.38847117794486213,1.9322033898305084,6.915254237288136,3,0,0,1,0,0
28,155,379,0.54,0.5,0.75,25,0.64,7,0.14285714285714285,5,0.6,13,0.5384615384615384,0,0,0,0,0.56,0.71,0.41,0.38,0.25,2,2,0.6383389666827619,0.722768532526475,0.45861148197596796,0.37331121118748517,0.3557951482479784,4.636363636363637,7.363636363636363,34,164,364,0.4,0.42857142857142855,0.4444444444444444,23,0.43478260869565216,11,0.2727272727272727,7,0.42857142857142855,9,0.4444444444444444,0,0,0,0,0.56,0.78,0.43,0.42,0.43,3,4,0.572987721691678,0.7281746031746031,0.4904153354632588,0.3549793483249197,0.3283582089552239,3.509433962264151,4.943396226415095,2,0,0,0,1,0
28,120,506,0.7,0.7222222222222222,0.6153846153846154,20,0.75,25,0.76,0,0.0,5,0.2,0,0,0,0,0.51,0.68,0.46,0.41,0.43,4,4,0.6191294387170676,0.7210915818686402,0.5526315789473685,0.4086265607264472,0.4495114006514658,1.5714285714285714,4.26,21,134,451,0.72,0.5217391304347826,0.9333333333333333,12,0.6666666666666666,29,0.7586206896551724,0,0.0,9,0.6666666666666666,0,0,0,0,0.61,0.73,0.36,0.43,0.29,3,13,0.6205522345573584,0.7527522935779817,0.5251312828207052,0.4009559214020181,0.4024390243902439,2.163265306122449,7.775510204081633,2,0,0,0,1,0
23,73,746,0.56,0.6666666666666666,0.8421052631578947,35,0.6571428571428571,5,0.0,10,0.5,0,0.0,0,0,0,0,0.63,0.71,0.58,0.37,0.6,3,7,0.5969723562966214,0.6817346563763322,0.48884050081654873,0.3743886171631836,0.37362637362637363,2.6379310344827585,3.8793103448275863,28,90,639,0.46,0.4230769230769231,0.5789473684210527,21,0.38095238095238093,10,0.3,2,0.5,17,0.6470588235294118,0,0,0,0,0.66,0.63,0.63,0.34,0.25,1,8,0.6028454304316373,0.7252,0.5166970248937462,0.3568230025925053,0.3504531722054381,2.4038461538461537,6.769230769230769,1,1,1,0,0,0
33,10,3350,0.7,0.6551724137931034,1.0625,22,0.7272727272727273,12,0.6666666666666666,6,0.6666666666666666,10,0.7,0,0,0,0,0.57,0.92,0.58,0.41,1.0,2,16,0.6019000226193169,0.8000751597143931,0.5244318181818182,0.37005054759898903,0.36,3.9285714285714284,8.267857142857142,34,81,710,0.42,0.39285714285714285,0.46153846153846156,14,0.35714285714285715,24,0.5416666666666666,1,0.0,11,0.2727272727272727,0,0,0,0,0.71,0.66,0.42,0.23,0.25,0,3,0.7052165354330708,0.6769016050244243,0.5075125208681135,0.3624242424242424,0.37677053824362605,1.14,3.02,4,1,0,0,0,1
28,34,1380,0.72,0.6,0.7619047619047619,14,0.5,16,0.9375,9,0.6666666666666666,11,0.7272727272727273,0,0,0,0,0.65,0.83,0.5,0.46,0.38,1,10,0.6766116142781033,0.7803149606299212,0.514003294892916,0.3571788413098237,0.3822525597269625,1.48,9.46,24,76,717,0.46,0.4827586206896552,1.0,10,0.0,26,0.5769230769230769,5,0.6,9,0.5555555555555556,0,0,0,0,0.54,0.56,0.51,0.29,0.67,8,1,0.5505590666018474,0.6534216335540839,0.5067604110329909,0.374749498997996,0.41379310344827586,2.411764705882353,2.9215686274509802,2,1,1,0,0,0
30,101,616,0.7,0.6842105263157895,0.7647058823529411,15,0.6666666666666666,13,0.6153846153846154,6,0.8333333333333334,16,0.75,0,0,0,0,0.66,0.66,0.41,0.38,0.57,3,10,0.5744853737811484,0.7468175388967468,0.5283259070655634,0.38586806513938726,0.40476190476190477,3.02,7.12,32,188,307,0.52,0.52,0.5,27,0.5925925925925926,3,0.0,7,0.42857142857142855,13,0.5384615384615384,0,0,0,0,0.66,0.72,0.41,0.43,0.36,1,6,0.5919845485272816,0.6871941272430668,0.4798816568047337,0.40082644628099173,0.40601503759398494,2.576923076923077,3.3653846153846154,2,0,0,1,0,0
24,78,715,0.38,0.4090909090909091,0.8,19,0.42105263157894735,19,0.3684210526315789,4,0.25,8,0.375,0,0,0,0,0.64,0.68,0.62,0.46,1.0,1,3,0.5974480860645484,0.6838358458961474,0.4968905472636816,0.36335799948966574,0.4134275618374558,2.7254901960784315,5.235294117647059,30,162,371,0.56,0.6363636363636364,0.5555555555555556,5,0.8,26,0.5769230769230769,3,0.3333333333333333,16,0.5,0,0,0,0,0.54,0.59,0.48,0.34,0.0,0,3,0.6225619399051133,0.6803556308213379,0.5425977653631285,0.37572254335260113,0.3659942363112392,1.8076923076923077,4.038461538461538,2,1,0,0,1,0
